Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['mobile telecommunications', 'device miniaturization', 'internet services', 'mobile clients', 'middleware']","['internet services', 'devices Advances', 'context-dependent Internet', 'mobile clients', 'mobility-enabled services', 'ubiquitous provisioning', 'miniaturization call', 'programming paradigm', 'paradigm suitable', 'mobile telecommunications', 'Mobile agents', 'portable devices', 'device miniaturization', 'services', 'internet', 'mobile', 'asynchronous', 'Advances', 'location', 'clients', 'dynamic', 'autonomous', 'making', 'ubiquitous', 'provisioning', 'portable', 'telecommunications', 'miniaturization', 'call', 'providing', 'standard', 'context-dependent', 'agents', 'programming', 'paradigm', 'suitable', 'developing']",0.10810810810810811,0.8,0.19047619047619047,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368435696638142,0.08756249189685722
"['service discovery', 'pervasive computing']","['service discovery', 'Universal Plug', 'Location Protocol', 'Service Location', 'choosing service', 'small office', 'home office', 'term service', 'competing industries', 'automatic configuration', 'hotly pursuing', 'pursuing automatic', 'broader term', 'pervasive computing', 'computing environments', 'environments motivated', 'standards developers', 'service', 'LRB', 'RRB', 'discovery', 'office', 'Jini', 'Salutation', 'Universal', 'Play', 'SOHO', 'Standards', 'Plug', 'Location', 'Protocol', 'UPnP', 'user', 'years', 'competing', 'configuration', 'race']",0.05405405405405406,1.0,0.10256410256410257,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24821080724134478,0.045545545545545546
['information system architectures'],"['information systems', 'organization structures', 'system architectures', 'structures Information', 'decentralized forms', 'organizational forms', 'highly interconnected', 'suggests logical', 'logical linkages', 'future organizational', 'quick review', 'small businesses', 'businesses traditionally', 'stand-alone computers', 'information', 'structures', 'systems', 'organization', 'architectures', 'evolution', 'forms', 'Internet', 'impact', 'computers', 'years', 'process', 'changed', 'fit', 'strategies', 'highly', 'interconnected', 'evolved', 'centralized', 'research', 'examines', 'association', 'suggests']",0.0,0.0,0.0,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892003595168692,0.02631578947368421
"['orthogonal quantum states', 'special relativity', 'observer']","['quantum states', 'Relativistic constraints', 'orthogonal quantum', 'single-photon states', 'special relativity', 'explicit expression', 'expression relating', 'constraints imposed', 'orthogonal single-photon', 'measurement starts', 'time', 'states', 'distinguishability', 'quantum', 'constraints', 'orthogonal', 'measurement', 'Relativistic', 'discussed', 'structure', 'imposed', 'special', 'relativity', 'explicit', 'expression', 'relating', 'probability', 'error', 'distinguishing', 'single-photon', 'interval', 'elapsed', 'outcome', 'obtained', 'observer', 'starts']",0.05555555555555555,0.6666666666666666,0.10256410256410256,3,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430338160113742,0.0686936936936937
"['health care', 'medicine', 'information technology', 'engineering developments', 'radiant imaging methods', 'mathematical modeling', 'human body', 'molecular biology', 'human genetics', 'biotechnology', 'medical informatics research', 'medical data privacy', 'intellectual property rights', 'information systems']","['Technik Tirol', 'application areas', 'Technology Tyrol', 'Private Universitat', 'Medizinische Informatik', 'Important application', 'Health Informatics', 'Universitat fur', 'fur Medizinische', 'information technology', 'global problems', 'health care', 'informatics research', 'medical informatics', 'defibrillator devices', 'global solutions', 'information systems', 'human body', 'human genetics', 'implantable pacemaker', 'mathematical modeling', 'patient record', 'molecular biology', 'discuss application', 'medical knowledge', 'individual access', 'engineering developments', 'radiant imaging', 'imaging methods', 'computer-based patient', 'research include', 'data privacy', 'intellectual property', 'include medical', 'medical data', 'Tyrol', 'technology']",0.21621621621621623,0.5714285714285714,0.3137254901960784,14,37,0.0,0.0,0.0,0.1,0.07142857142857142,0.08333333333333333,0.06666666666666667,0.07142857142857142,0.0689655172413793,0.5377386088412803,0.26505816995850223
"['throughput', 'delivery time', '300 mm']","['Software simulation', 'conveyor-based AMHS', 'continuous flow', 'flow transport', 'transport technology', 'conventional car-based', 'car-based wafer-lot', 'throughput advantages', 'compares conveyor-based', 'conveyor-based continuous', 'wafer-lot delivery', 'detailed delivery', 'delivery time', 'Software', 'AMHS', 'conveyor-based', 'automation', 'delivery', 'Analyzing', 'debated', 'question', 'benefits', 'fabs', 'form', 'performance', 'simulation', 'compares', 'continuous', 'flow', 'transport', 'technology', 'conventional', 'car-based', 'wafer-lot', 'detailed', 'time', 'throughput']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3655529970883166,0.07013762855414397
"['national patent laws', 'national courts', 'computer programs']","['European Commission', 'European Patent', 'Patent Office', 'European legislation', 'European national', 'draft Directive', 'important Directive', 'patent laws', 'national patent', 'Computer-Implemented Inventions', 'computer programs', 'formally tabled', 'laws relating', 'extensive consultation', 'consultation launched', 'total lack', 'deemed patentable', 'harmonise national', 'national courts', 'European', 'Directive', 'Commission', 'patent', 'Inventions', 'October', 'software', 'national', 'Protection', 'Office', 'Finally', 'programs', 'legislation', 'formally', 'tabled', 'draft', 'Computer-Implemented', 'aim']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411536775030445,0.06767381416504223
"['health guidance support system', 'lifestyle improvement', 'questionnaire', 'medical examination', 'health checkup data', 'weight gain', 'smoking', 'exercise', 'sleep', 'eating habits', 'salt intake', 'animal fat intake', 'snacks', 'alcohol', 'oral hygiene', 'body mass index', 'resting blood pressure', 'fasting blood sugar', 'total cholesterol', 'triglycerides', 'uric acid', 'liver function tests']","['lifestyle improvement', 'health checkup', 'health assessment', 'checkup data', 'salt intake', 'adjustment based', 'eating habits', 'total cholesterol', 'lifestyle adjustment', 'data based', 'health guidance', 'lifestyle data', 'weight gain', 'animal fat', 'oral hygiene', 'body mass', 'mass index', 'uric acid', 'function tests', 'related diseases', 'resting blood', 'blood pressure', 'blood sugar', 'limited advice', 'advice methods', 'advice easier', 'guidance support', 'provide automated', 'medical examination', 'liver function', 'multiple-risk factor', 'factor syndrome', 'automatically extracted', 'high risk', 'life style', 'style related', 'made giving']",0.21621621621621623,0.36363636363636365,0.27118644067796616,22,37,0.2,0.045454545454545456,0.07407407407407407,0.1,0.045454545454545456,0.06250000000000001,0.06666666666666667,0.045454545454545456,0.05405405405405406,0.5935392950739451,0.33752540816884447
"['legal profession', 'software encryption', 'hardware encryption']","['legal profession', 'E-mails originating', 'including software', 'registered post', 'hardware encryption', 'secure form', 'administering access', 'software encryption', 'legal', 'E-mail', 'profession', 'including', 'communication', 'Due', 'medium', 'encryption', 'facsimile', 'commerce', 'drawbacks', 'post', 'protected', 'hardware', 'widespread', 'found', 'areas', 'embraced', 'nature', 'technologies', 'secure', 'form', 'traditionally', 'standard', 'registered', 'number', 'originating', 'practice', 'software']",0.08108108108108109,1.0,0.15,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763873986247503,0.058340158340158335
"['collaborative research', 'health promotion', 'consumer health informatics', 'personal health']","['Canadian Network', 'Work directed', 'Canadian HEALNet', 'incorporating guidelines', 'Internet support', 'HEALNet experience', 'insights gained', 'collaborative research', 'subjective review', 'systems incorporating', 'care maps', 'evidence-based practice', 'health informatics', 'Canadian', 'health promotion', 'personal health', 'Internet', 'services provided', 'insights', 'health', 'Guidelines', 'care consumers', 'beneficial complement', 'Excellence', 'Work', 'health care', 'healthcare practices', 'evidence-based', 'Internet-based products', 'Network', 'Centres', 'Evidence-based tools', 'evidence-based material', 'consumer health', 'experience', 'promotion', 'health services']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3248741616622115,0.08441855627210318
"['content adaptation', 'mobile devices', 'decision engine', 'optimal content version', 'adaptation decision']","['decision engine', 'adaptation Building', 'content adaptation', 'content version', 'mobile devices', 'devices poses', 'automatically negotiates', 'engine automatically', 'context-aware decision', 'good content', 'adaptation service', 'optimal content', 'adaptation decision', 'challenges', 'decision', 'content', 'adaptation', 'engine', 'Building', 'version', 'context-aware', 'good', 'service', 'mobile', 'devices', 'poses', 'meet', 'automatically', 'negotiates', 'synthesizing', 'optimal']",0.12903225806451613,0.8,0.2222222222222222,5,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35400524060169714,0.10308723738960551
"['viruses', 'vulnerabilities']","['Online masquerade', 'recent Klez', 'Klez worm', 'E-mails carrying', 'carrying viruses', 'deceptively simple', 'simple techniques', 'Klez', 'Online', 'masquerade', 'ease', 'e-mail', 'carrying', 'viruses', 'recent', 'worm', 'deceptively', 'simple', 'techniques', 'vulnerabilities', 'spread', 'computer']",0.09090909090909091,1.0,0.16666666666666669,2,22,0.2,0.5,0.28571428571428575,0.2,1.0,0.33333333333333337,0.13333333333333333,1.0,0.23529411764705882,0.5571741306624307,0.2
"['cell biology', 'laboratory work', 'ubiquitous computing', 'smart environment']","['smart environment', 'cell biology', 'biology laboratory', 'laboratory Labscape', 'user-driven system', 'technologically conservative', 'ubiquitous computing', 'computational resources', 'laboratory setting', 'making information', 'organizing data', 'formal representation', 'helping biologists', 'biologists produce', 'complete record', 'foster improved', 'improved collaboration', 'increased individual', 'individual efficiency', 'perform domain', 'domain tasks', 'fluid interaction', 'paper commonly', 'central goal', 'laboratory work', 'smart', 'Labscape', 'laboratory', 'biology', 'work', 'environment', 'cell', 'designed', 'goal', 'simplify', 'process', 'effort']",0.10810810810810811,1.0,0.1951219512195122,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.32960658674546445,0.08224264474264474
"['emotional attachment', 'performance factors', 'productivity', 'staff turnover', 'organisational commitment']","['Knowledge-based structures', 'Theoretical knowledge-based', 'including financially', 'adopt knowledge-based', 'structures put', 'organisational commitment', 'staff turnover', 'business enterprises', 'competitive position', 'employing organisation', 'learning organisations', 'organisations offer', 'substantial body', 'offer substantial', 'substantial promise', 'related factors', 'including organisational', 'emotional attachment', 'financially important', 'knowledge management', 'contemporary environment', 'environment adopt', 'put forward', 'organisational structure', 'structures', 'Knowledge-based', 'organisational', 'performance factors', 'important performance', 'performance related', 'including', 'Theoretical', 'commitment Organisational', 'LRB', 'RRB', 'Miles', 'substantial']",0.10810810810810811,0.8,0.19047619047619047,5,37,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.13333333333333333,0.4,0.2,0.3786858759767468,0.11067062818336164
"['customer service', 'legal firms', 'technical skills', 'business experience']","['Web site', 'LRB', 'RRB', 'site firm', 'Web', 'key tests', 'business experience', 'customer service', 'good portfolio', 'factors involved', 'combines technical', 'offers excellent', 'excellent customer', 'proactively updating', 'proven track', 'track record', 'deliver work', 'enjoy working', 'feel comfortable', 'technical skills', 'firm staff', 'site', 'legal firms', 'Make', 'firm', 'company', 'Check', 'Ensure', 'choosing', 'skills', 'key', 'investment', 'experience', 'service', 'portfolio', 'target', 'specification']",0.10810810810810811,1.0,0.1951219512195122,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.34640409330442257,0.10694444444444444
"['litigation support systems', 'legal team']","['litigation support', 'support systems', 'original paper', 'LRB', 'RRB', 'support', 'Evolution', 'ibid', 'paper', 'litigation', 'systems', 'original', 'imaging E-mails', 'Species', 'vol', 'documents prior', 'E-mail', 'proportionate', 'author responds', 'costs point', 'legal team', 'printing', 'scanning', 'electronic', 'documents', 'unnecessary', 'view', 'helpful', 'side', 'task', 'author', 'responds', 'argues', 'imaging', 'prior', 'listing', 'disclosure']",0.02702702702702703,0.5,0.05128205128205129,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604241882796924,0.05263157894736842
"['corporate intranets', 'streaming media', 'broadcasting technology']","['Mark Hawkins', 'specialist Twofourtv', 'chief operating', 'broadcasting technology', 'operating officer', 'UK-based streaming', 'streaming media', 'media specialist', 'LSB', 'RSB', 'corporate intranets', 'Mark', 'Hawkins', 'Twofourtv', 'Broadcasts', 'picture', 'chief', 'explains', 'technology', 'intranets', 'staff', 'operating', 'officer', 'UK-based', 'streaming', 'media', 'specialist', 'firms', 'benefit', 'linking', 'corporate', 'broadcasting']",0.09375,1.0,0.17142857142857143,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29710793873874203,0.0722943722943723
"['pervasive computing', 'middleware']","['Reconfigurable context-sensitive', 'context-sensitive middleware', 'pervasive computing', 'Middleware facilitates', 'user actions', 'information exchange', 'computing software', 'hoc communication', 'communication support', 'dynamically discover', 'spontaneous information', 'runtime operations', 'Context-sensitive applications', 'computing Context-sensitive', 'context-sensitive pervasive', 'Reconfigurable', 'context-sensitive', 'middleware', 'pervasive', 'computing', 'devices', 'sensors', 'actions', 'exchange', 'software', 'applications', 'data', 'user', 'hoc', 'communication', 'support', 'dynamically', 'discover', 'engage', 'spontaneous', 'information', 'facilitates']",0.05405405405405406,1.0,0.10256410256410257,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25819423024939897,0.053571428571428575
"['pervasive computing', 'knowledge workers', 'networked peripheral devices', 'electronic whiteboard', 'data sources']","['Kimura system', 'Integrating virtual', 'electronic whiteboard', 'data sources', 'physical context', 'support knowledge', 'knowledge workers', 'integrates independent', 'independent tools', 'pervasive computing', 'networked peripheral', 'peripheral devices', 'system augments', 'computing system', 'Kimura', 'system', 'Integrating', 'user', 'computer', 'whiteboard', 'sources', 'virtual', 'physical', 'context', 'support', 'knowledge', 'workers', 'augments', 'integrates', 'independent', 'tools', 'pervasive', 'computing', 'monitors', 'interactions', 'electronic', 'variety']",0.10810810810810811,0.8,0.19047619047619047,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333140349312171,0.0950026581605529
"['security', 'large networks']","['large networks', 'PCI card', 'shields data', 'saves power', 'Firewall card', 'card shields', 'card saves', 'Firewall', 'PCI', 'SlotShield', 'space', 'networks', 'card', 'shields', 'data', 'saves', 'power', 'offer', 'security', 'large']",0.1,1.0,0.18181818181818182,2,20,0.0,0.0,0.0,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.4582566975977884,0.12142857142857143
"['hotel security', 'site management', 'operating strategies']","['CCTV system', 'including architects', 'construction engineers', 'site management', 'hotel security', 'lodging establishments', 'establishments accomplish', 'deterring criminals', 'observing staff', 'staff interactions', 'properly integrated', 'professionals designing', 'operating strategies', 'security plan', 'security standards', 'system designs', 'problems arise', 'hotel properties', 'security realities', 'CCTV', 'hotel', 'security', 'LSB', 'RSB', 'system', 'arise', 'integrators', 'objectives', 'clientele', 'plan', 'sophisticated', 'complicated', 'costly', 'management', 'including', 'architects', 'construction']",0.08108108108108109,1.0,0.15,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27998146251677075,0.060030451574569224
"['property industry', 'electronic data exchange', 'standard', 'software packages', 'databases', 'seamless transfer']","['Land Registry', 'property industry', 'Property Information', 'data exchange', 'Information Systems', 'Systems Common', 'Common Exchange', 'Electronic data', 'unprecedented change', 'exchange standard', 'real estate', 'key business', 'business areas', 'enabling technology', 'prepare solutions', 'attractive prospect', 'transfer data', 'property-focused electronic', 'facilitate electronic', 'software providers', 'seamless transfer', 'electronic transfer', 'software packages', 'data', 'property', 'exchange', 'Electronic', 'transfer', 'software', 'PISCES', 'LRB', 'RRB', 'Systems', 'Registry', 'industry', 'Land', 'Information']",0.08108108108108109,0.5,0.13953488372093023,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.37500935379587824,0.11666666666666667
"['privacy', 'pervasive computing']","['privacy control', 'Ravi Sandhu', 'Information spaces', 'context-aware systems', 'pervasive computing', 'socially based', 'based privacy', 'Significant complexity', 'privacy objectives', 'systems Significant', 'computing environments', 'contextual factors', 'four-layer OM-AM', 'introduce decentralization', 'organize information', 'Modeling privacy', 'privacy tagging', 'deriving socially', 'spaces provide', 'complexity issues', 'issues challenge', 'challenge designers', 'important privacy-relevant', 'privacy-relevant contextual', 'core abstraction', 'previously focused', 'desirable property', 'unified privacy', 'computing systems', 'systems based', 'space model', 'theoretical model', 'privacy', 'Information', 'control', 'context-aware', 'systems']",0.05405405405405406,1.0,0.10256410256410257,2,37,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.3577189257782484,0.1303030303030303
"['pervasive computing', 'news', 'weather', 'traffic reports', 'directory services']","['location-dependent information', 'information services', 'Data management', 'computing environments', 'large scale', 'services Location-dependent', 'great promise', 'pervasive computing', 'provide local', 'traffic reports', 'research issues', 'directory services', 'location-dependent', 'information', 'weather', 'services', 'Data', 'environments', 'scale', 'addressed', 'management', 'great', 'promise', 'mobile', 'pervasive', 'computing', 'provide', 'local', 'nonlocal', 'traffic', 'reports', 'directory', 'implemented', 'large', 'research', 'issues']",0.1111111111111111,0.8,0.19512195121951217,5,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3514677824321259,0.10545126945126945
"['medical informatics', 'medical image management', 'data mining', 'natural language processing']","['Prof. Scherrer', 'Jean-Raoul Scherrer', 'Prof. Jean-Raoul', 'medical informatics', 'Scherrer developed', 'Scherrer supported', 'Scherrer created', 'system DIOGENE', 'Professor Jean-Raoul', 'DIOGENE data', 'medical skills', 'medical image', 'information system', 'improving healthcare', 'deep humanism', 'communication systems', 'data mining', 'hospital information', 'information technology', 'Scherrer', 'humanist vision', 'man-machine interfaces', 'federated environments', 'clinical research', 'processing techniques', 'image management', 'protein electrophoreses', 'visionary mind', 'patient-oriented application', 'Prof.', 'evolved innovative', 'innovative concepts', 'innovative natural', 'distributed picture', 'scientific background', 'mainframe-based patient-centred', 'patient-centred hospital']",0.05405405405405406,0.5,0.0975609756097561,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31086159755205284,0.07789269553975436
"['data interchange model', 'numerical lab data', 'summary findings', 'health status assessment']","['Markup Language', 'Data Markup', 'Generalized Markup', 'health-checkup data', 'Standard Generalized', 'data exchange', 'health-checkup facilities', 'Standard protocol', 'checkup facilities', 'summary findings', 'medical data', 'involving data', 'LRB', 'RRB', 'interchange model', 'efficient electronic', 'feasibility study', 'study carried', 'numerical lab', 'status assessment', 'data based', 'data interchange', 'lab data', 'laboratory data', 'textual data', 'electronic exchange', 'Language', 'data', 'health checkup', 'health status', 'HDML', 'Markup', 'exchange', 'SGML', 'Standard', 'health', 'facilities']",0.02702702702702703,0.25,0.04878048780487805,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30043704390749304,0.08392857142857144
"['discrete time systems', 'state estimation', 'linear observer', 'neural network']","['neural network', 'Variable structure', 'Practical operating', 'intelligent control', 'VSC scheme', 'state estimation', 'firstly designed', 'compensating uncertainty', 'structure intelligent', 'synchronous servo', 'discrete time', 'time systems', 'systems based', 'linear observer', 'adjusted online', 'operating results', 'structure control', 'synchronous motor', 'servo motor', 'motor drive', 'proposed approach', 'LRB', 'RRB', 'VSC', 'PMSM', 'control', 'neural', 'Practical', 'Variable', 'structure', 'intelligent', 'synchronous', 'network', 'motor', 'approach', 'proposed', 'paper']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099790926157,0.07147031900321374
"['modernisation', 'electronic delivery', 'public services', 'legal issues']","['surrounding E-government', 'E-government modernisation', 'author makes', 'electronic delivery', 'public services', 'special legal', 'main issues', 'issues surrounding', 'legal issues', 'E-government', 'author', 'issues', 'transformation', 'arise', 'introduction', 'main', 'surrounding', 'modernisation', 'electronic', 'delivery', 'public', 'services', 'makes', 'clear', 'computers', 'hints', 'special', 'legal']",0.14285714285714285,1.0,0.25,4,28,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.41221371540490204,0.12058441558441557
"['paperless office', 'legal files', 'electronic storage', 'file archive']","['Law Society', 'Society rules', 'stored files', 'legal files', 'file archive', 'electronic media', 'Evicting orang', 'time ago', 'future reference', 'back-up copies', 'CD-ROM format', 'facilitating remote', 'remote working', 'electronic storage', 'governing storage', 'complete stored', 'paperless office', 'orang utans', 'rules governing', 'area previously', 'files', 'storage', 'stored', 'LSB', 'RSB', 'LRB', 'RRB', 'office', 'electronic', 'E-mail', 'Law', 'Society', 'instantaneously', 'file', 'Evicting', 'ago', 'media']",0.10810810810810811,1.0,0.1951219512195122,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3244459359749226,0.09156162464985994
"['criminal law', 'international agreement']","['Cybercrime Convention', 'international agreement', 'foreign-hosted Internet', 'English criminal', 'attract English', 'English subscribers', 'Internet sites', 'English law', 'widespread international', 'recent case', 'unpalatable conclusion', 'limited areas', 'criminal law', 'English', 'Appeal', 'Court', 'author', 'international', 'agreement', 'law', 'Wales', 'Europe', 'Perrin', 'England', 'Internet', 'Council', 'Cybercrime', 'Convention', 'Cyberobscenity', 'approach', 'submission', 'wrong', 'controlled', 'cooperation', 'achieved', 'ambit', 'criminal']",0.05405405405405406,1.0,0.10256410256410257,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24814359580704756,0.04777777777777778
"['templated zeolite synthesis', 'materials function', 'chemical composition', 'structure directing agent', 'a priori information']","['Monte Carlo-like', 'Multi-round protocols', 'high throughput', 'zeolite synthesis', 'Carlo-like design', 'templated zeolite', 'throughput experiments', 'relates materials', 'materials function', 'chemical composition', 'structure directing', 'directing agent', 'priori information', 'structure-directing libraries', 'design protocols', 'zeolite', 'Multi-round', 'high', 'throughput', 'synthesis', 'protocols', 'Monte', 'Carlo-like', 'Strategies', 'design', 'model', 'templated', 'addressed', 'introduced', 'evaluated', 'effective', 'redesign', 'experiments', 'relates', 'materials', 'function', 'chemical']",0.05405405405405406,0.4,0.09523809523809523,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3324778672565957,0.10166666666666667
"['job applicant', 'practical abilities']","['Vendor qualifications', 'vendor-run accreditation', 'job applicant', 'practical abilities', 'accreditation schemes', 'objective measure', 'true extent', 'Vendor', 'cases', 'vendor-run', 'applicant', 'skills', 'abilities', 'qualifications', 'staff', 'networking', 'accreditation', 'schemes', 'offer', 'objective', 'measure', 'job', 'true', 'extent', 'practical']",0.08,1.0,0.14814814814814814,2,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26587697972091,0.08
"['general enterprise model', 'decision making', 'problem domains', 'enterprise modelling frameworks', 'operational level', 'dynamic modelling issues', 'public sector organisations', 'case study']","['general enterprise', 'enterprise model', 'Current enterprise', 'modelling issues', 'enterprise modelling', 'sector organisations', 'modelling frameworks', 'decision making', 'single perspective', 'unlimited scope', 'operational level', 'manufacturing companies', 'case study', 'nondynamic modelling', 'issues whilst', 'design issues', 'invest time', 'support decision', 'wide range', 'problem domains', 'deal effectively', 'whilst dynamic', 'area relates', 'equally applicable', 'public sector', 'paper identifies', 'key design', 'presented based', 'play methodology', 'simple case', 'perspective model', 'GEM', 'model', 'enterprise', 'modelling', 'issues', 'organisations']",0.10810810810810811,0.5,0.17777777777777778,8,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.125,0.08695652173913045,0.4121754455534804,0.15351335656213708
"['information processing perspective', 'organizational structures', 'environmental instability', 'information technology']","['organizational structures', 'World War', 'shadow structure', 'information technology', 'technology Drawing', 'unstable environment', 'organizational design', 'article suggests', 'bureaucratic structure', 'structure evolved', 'information processing', 'task environment', 'environment starting', 'existing forms', 'article draws', 'authors suggest', 'emerging shadow', 'face unstable', 'processing perspective', 'continuing influence', 'paper examines', 'historical linkage', 'relative stability', 'present environmental', 'environmental instability', 'enabled managers', 'adapt existing', 'fit requirements', 'seemingly borne', 'support mechanism', 'expanding role', 'organizational', 'structure', 'information', 'forms', 'environment', 'technology']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.33094739206809864,0.07518083098578454
"['measured acceleration', 'angular velocity', 'wearable sensors', 'preselected locations', 'transitions', 'sitting', 'standing', 'walking']","['Experiments demonstrate', 'wearable sensors', 'detect transitions', 'classify sitting', 'walking behaviors', 'measured acceleration', 'angular velocity', 'velocity data', 'data gathered', 'dead-reckoning method', 'proposed method', 'location recognition', 'preselected locations', 'Experiments', 'wearable', 'sensors', 'standing', 'method', 'location', 'Activity', 'inexpensive', 'user', 'detect', 'sitting', 'behaviors', 'effectiveness', 'recognition', 'measured', 'acceleration', 'angular', 'velocity', 'data', 'gathered', 'dead-reckoning', 'determine', 'transitions', 'preselected']",0.1891891891891892,0.875,0.3111111111111111,8,37,0.0,0.0,0.0,0.1,0.125,0.11111111111111112,0.06666666666666667,0.125,0.08695652173913045,0.4827481200937644,0.1598367823696771
"['consultancy', 'mergers']","['Paul Diamond', 'pitfalls Paul', 'consultancy KPMG', 'KPMG explains', 'asset management', 'avoid merger', 'merger pitfalls', 'Paul', 'Diamond', 'KPMG', 'avoid', 'pitfalls', 'consultancy', 'explains', 'careful', 'asset', 'management', 'crucial', 'success', 'merger']",0.05,0.5,0.09090909090909091,2,20,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.37890818915251895,0.09761904761904762
"['nonlinear control strategy', 'transient stability', 'nonlinear modulation strategy', 'differential geometric theory', 'variable admittance', 'inverter', 'active power flows', 'generator dynamic equations', 'affine form', 'global linearization method', 'local feedback', 'adjacent generators']","['variable admittance', 'HVDC systems', 'state variable', 'control variable', 'admittance connected', 'power systems', 'geometric theory', 'affine form', 'active power', 'power flows', 'nonlinear modulation', 'dual-infeed hybrid', 'nonlinear control', 'adjacent generators', 'system states', 'improve transient', 'transient stability', 'links terminated', 'large disturbances', 'differential geometric', 'analytical description', 'dynamic equations', 'global linearization', 'important feature', 'non-linear function', 'local feedback', 'transmitted data', 'design procedure', 'modulation strategy', 'approach proposed', 'additional state', 'linearization method', 'control strategy', 'proposed method', 'traditional generator', 'generator dynamic', 'variable']",0.13513513513513514,0.4166666666666667,0.20408163265306126,12,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.07407407407407407,0.47178007027937674,0.20667304034239514
['storage area networks'],"['Fibre Channel', 'Channel technologies', 'lower SAN', 'SAN costs', 'ISCSI poised', 'managers building', 'building storage', 'storage area', 'area networks', 'save money', 'ISCSI', 'SAN', 'Fibre', 'Channel', 'technologies', 'poised', 'lower', 'costs', 'managers', 'building', 'storage', 'area', 'networks', 'expanding', 'capacity', 'save', 'money', 'systems']",0.0,0.0,0.0,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203795047090507,0.034482758620689655
