Ground_truth Keywords,Extracted Keywords,Method,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['a-C:H layers', 'beryllium co-deposits', 'carbon', 'carbon based materials', 'chemical reactions', 'constituents that are not forming volatiles with the reactive gas', 'deposit constituents', 'gas', 'gas influx', 'gas inventories', 'nuclear fusion devices', 'plasma devices', 'Porosity', 'reactions', 'reactive gas', 'single outer surface', 'solid forming volatiles', 'TCR', 'tritium', 'tritium retention', 'tritium retention issue', 'W and Be with O2']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,22,0
"['astronomical tidal potential', 'damping', 'forced response', 'forcing', 'forcing frequency', 'free Kelvin wave problem', 'Kelvin wave', 'Kelvin waves', 'natural frequency', 'near-resonantly forced waves', 'numerical solutions', 'problems with forcing and damping', 'shallow-water waves', 'spatial discretisation', 'turbulent stress of a bottom boundary layer', 'waves', 'weak damping', 'wind', 'wind stress at the free surface', 'ω', 'ωf', '|ω−ωf|']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,22,0
"['astronomical tidal potential', 'damping', 'forced response', 'forcing', 'forcing frequency', 'free Kelvin wave problem', 'Kelvin wave', 'Kelvin waves', 'natural frequency', 'near-resonantly forced waves', 'numerical solutions', 'problems with forcing and damping', 'shallow-water waves', 'spatial discretisation', 'turbulent stress of a bottom boundary layer', 'waves', 'weak damping', 'wind', 'wind stress at the free surface', 'ω', 'ωf', '|ω−ωf|']","['linear systems', 'discrete unknowns', 'vector of unknowns', 'nx unknown nodal coordinates', 'nb unknown discrete lagrange multipliers', 'lagrange multipliers', 'lagrange multipliers', 'lagrange multipliers', 'lagrange multipliers', 'lagrange multi']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,22,10
"['D-T reactor', 'fusion power plant', 'fusion reactors', 'impinging plasma particles', 'neutron', 'neutron damage', 'neutron irradiation', 'PFCs', 'plasma facing components', 'Power and particle exhaust', 'severe technical challenge', 'static surfaces', 'structural material', 'structural material changes']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"['D-T reactor', 'fusion power plant', 'fusion reactors', 'impinging plasma particles', 'neutron', 'neutron damage', 'neutron irradiation', 'PFCs', 'plasma facing components', 'Power and particle exhaust', 'severe technical challenge', 'static surfaces', 'structural material', 'structural material changes']","['moving plate recognition system', 'principal component analysis(pca)', 'color extraction', 'basic principles', 'calculation steps', 'feasibility', 'experimental results', 'faster speed', 'higher accuracy', 'research', 'new thought']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,14,11
"['aked for 2min at temperatures of up to 330°C', 'anisole', 'baking', 'before and after dipping', 'chloroform', 'compare the performance of the different compositions across tasks', 'elution behavior', 'etching', 'evaluated three spin-on carbon hardmasks from Irresistible Materials', 'film', 'Film', 'Films of the SoC', 'film thickness measurements', 'hydrogen-terminated silicon substrates', 'IM-HM11-01', 'IM-HM11-01 and IM-HM11-02', 'IM-HM11-02', 'IM-HM11-02 film', 'IM-HM11-02 films', 'IM-HM11-03', 'MCB', 'monochlorobenzene', 'SoC', 'SoC (', 'solvent', 'spin coating', 'spin-on carbon compositions', 'spin-on-hardmask', 'three spin-on carbon hardmasks']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,29,0
"['aked for 2min at temperatures of up to 330°C', 'anisole', 'baking', 'before and after dipping', 'chloroform', 'compare the performance of the different compositions across tasks', 'elution behavior', 'etching', 'evaluated three spin-on carbon hardmasks from Irresistible Materials', 'film', 'Film', 'Films of the SoC', 'film thickness measurements', 'hydrogen-terminated silicon substrates', 'IM-HM11-01', 'IM-HM11-01 and IM-HM11-02', 'IM-HM11-02', 'IM-HM11-02 film', 'IM-HM11-02 films', 'IM-HM11-03', 'MCB', 'monochlorobenzene', 'SoC', 'SoC (', 'solvent', 'spin coating', 'spin-on carbon compositions', 'spin-on-hardmask', 'three spin-on carbon hardmasks']","['pas', 'nerve tissue engineering', 'in vivo', 'self-assembly']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,29,4
"['AC pavement composite permittivity', 'air void content', 'convert the dielectric values to air void values', 'core measurement precision', 'dielectric maps', 'exponential relationship', 'exponential relationships', 'initial or repeat run regression predictions', 'Long term studies in Finland', 'map the air void content variation', 'measured dielectric range', 'mix design', 'more stable exponential coefficients', 'predicted relationships', 'regressions', 'sufficient amount of cores', 'testing the final lift', 'volumetric proportion of air']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,18,0
"['AC pavement composite permittivity', 'air void content', 'convert the dielectric values to air void values', 'core measurement precision', 'dielectric maps', 'exponential relationship', 'exponential relationships', 'initial or repeat run regression predictions', 'Long term studies in Finland', 'map the air void content variation', 'measured dielectric range', 'mix design', 'more stable exponential coefficients', 'predicted relationships', 'regressions', 'sufficient amount of cores', 'testing the final lift', 'volumetric proportion of air']","['conceptual methodology', 'al-si alloys', 'melting and holding sub-process', 'pressure die-casting process', 'holding furnace', 'weight percent (wt %)', 'certain allo']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,18,7
"['collision model', 'dilute flows', 'fluid', 'hard and soft sphere models', 'hard sphere and soft sphere models', 'hard sphere collisions', 'hard sphere model', 'hard sphere rough wall treatment', 'particle', 'random wall', 'rough wall', 'rough walls', 'rough wall treatment', 'smooth walls', 'soft sphere collision', 'soft sphere implementation', 'soft sphere model', 'solve the particle equation of motion', 'virtual walls', 'wall']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,20,0
"['collision model', 'dilute flows', 'fluid', 'hard and soft sphere models', 'hard sphere and soft sphere models', 'hard sphere collisions', 'hard sphere model', 'hard sphere rough wall treatment', 'particle', 'random wall', 'rough wall', 'rough walls', 'rough wall treatment', 'smooth walls', 'soft sphere collision', 'soft sphere implementation', 'soft sphere model', 'solve the particle equation of motion', 'virtual walls', 'wall']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,20,0
"['angular momentum', 'biological systems', 'coarse-grained particle', 'colloidal suspensions', 'complex fluids', 'dependence on the relative velocity', 'DPD', 'dynamic fluctuations', 'Galilean invariance', 'isotropy', 'Langevin dynamics', 'lattice-gas automata', 'linear momentum', 'MD', 'multiphase flows', 'NEMD', 'nonequilibrium molecular dynamics', 'nonequilibrium molecular dynamics (NEMD)', 'particles', 'polymeric systems', 'polymers', 'polymer solutions', 'profile-unbiased thermostat', 'PUT', 'recover thermodynamic, dynamical, and rheological properties', 'thermostat']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,26,0
"['angular momentum', 'biological systems', 'coarse-grained particle', 'colloidal suspensions', 'complex fluids', 'dependence on the relative velocity', 'DPD', 'dynamic fluctuations', 'Galilean invariance', 'isotropy', 'Langevin dynamics', 'lattice-gas automata', 'linear momentum', 'MD', 'multiphase flows', 'NEMD', 'nonequilibrium molecular dynamics', 'nonequilibrium molecular dynamics (NEMD)', 'particles', 'polymeric systems', 'polymers', 'polymer solutions', 'profile-unbiased thermostat', 'PUT', 'recover thermodynamic, dynamical, and rheological properties', 'thermostat']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,26,0
"['a single VO with three Oi', 'cuboctahedral', 'di-interstitial', 'di-interstitial with the fourth Oi site occupied', 'LSDA+U', 'model for U4O9', 'multiple split quad-interstitial clusters', 'Oi', 'potential based investigation', 'potential-based methods', 'quad-interstitial', 'quad-interstitials', 'split interstitial clusters', 'split interstitial” type clusters', 'tri-interstitials', 'two di-interstitials on adjacent sites', 'UO2 supercell', 'VO', 'Willis type clusters']",[''],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,19,1
"['a single VO with three Oi', 'cuboctahedral', 'di-interstitial', 'di-interstitial with the fourth Oi site occupied', 'LSDA+U', 'model for U4O9', 'multiple split quad-interstitial clusters', 'Oi', 'potential based investigation', 'potential-based methods', 'quad-interstitial', 'quad-interstitials', 'split interstitial clusters', 'split interstitial” type clusters', 'tri-interstitials', 'two di-interstitials on adjacent sites', 'UO2 supercell', 'VO', 'Willis type clusters']","['poor oxidation behavior', 'ti-based alloys', 'high-temperature structural applications', 'composition', 'oxidation behavior', 'service temperature', 'dem']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,19,7
"['1,3-DC', '1,3-DC of pyridinium ylides', 'atomic orbital coefficients', 'formation of the same type of regioisomers', 'HOMO–LUMO', 'HOMOylide–LUMOylide–pyrene', 'HOMOylide–pyrene–LUMOylide', 'maximal HOMO–LUMO overlapping', 'most favorable regioisomer conformation', 'pyrene adducts', 'pyrrolidine attached pyrene', 'regioisomer conformations', 'regioisomers', 'Regioselectivity of second cycloaddition', 'second pyridinium ylides', 'SWNTs', 'theoretical calculations', 'ylide', 'ylideC2/C6–ylidepyrene-C3', 'ylideC7–ylidepyrene/C2', 'ylidepyrene', 'ylidepyrene adducts', 'ylides', 'ylides and ylidepyrene adducts']",['Fe3+'],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,24,1
"['1,3-DC', '1,3-DC of pyridinium ylides', 'atomic orbital coefficients', 'formation of the same type of regioisomers', 'HOMO–LUMO', 'HOMOylide–LUMOylide–pyrene', 'HOMOylide–pyrene–LUMOylide', 'maximal HOMO–LUMO overlapping', 'most favorable regioisomer conformation', 'pyrene adducts', 'pyrrolidine attached pyrene', 'regioisomer conformations', 'regioisomers', 'Regioselectivity of second cycloaddition', 'second pyridinium ylides', 'SWNTs', 'theoretical calculations', 'ylide', 'ylideC2/C6–ylidepyrene-C3', 'ylideC7–ylidepyrene/C2', 'ylidepyrene', 'ylidepyrene adducts', 'ylides', 'ylides and ylidepyrene adducts']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,24,0
"['adjusts the throttle valve', 'automatic pressure control', 'check for quadratic curvature', 'etch chamber', 'factorial screening', 'gas', 'keep the gas density stable', 'pressure in the etch chamber', 'throttle valve']","['New York coast', 'marsh migration', 'uncertainty', 'input parameters', 'driving data', 'regional data', 'professional judgement', 'probability statements', 'confidence intervals', 'elevation data layers', 'spatial inputs', 'parameter choices', 'accretion rates', '']",Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,9,14
"['adjusts the throttle valve', 'automatic pressure control', 'check for quadratic curvature', 'etch chamber', 'factorial screening', 'gas', 'keep the gas density stable', 'pressure in the etch chamber', 'throttle valve']",['where'],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,9,1
"['algorithm', 'cell tracking problem', 'experimental image data sets', 'geometric evolution law model', 'image data sets', 'introduce our approach to cell tracking', 'mathematical model', 'multi-cell image data sets', 'our model', 'PDE constrained optimisation problem', 'phase field framework', 'problem of cell tracking', 'raw image data sets', 'segmentation', 'theoretical and computational framework']",['polyamide'],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,15,1
"['algorithm', 'cell tracking problem', 'experimental image data sets', 'geometric evolution law model', 'image data sets', 'introduce our approach to cell tracking', 'mathematical model', 'multi-cell image data sets', 'our model', 'PDE constrained optimisation problem', 'phase field framework', 'problem of cell tracking', 'raw image data sets', 'segmentation', 'theoretical and computational framework']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,15,0
"['color charge', 'constituent quark model', 'disentangling the observed spectra', 'find evidence for states with constituent gluons', 'glueballs', 'gluons', 'hybrid mesons', 'Hybrid mesons', 'JPC', 'Looking for glueballs', 'qq̄gn', 'qq̄-mesons', 'quark', 'resonances outside the constituent quark model']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"['color charge', 'constituent quark model', 'disentangling the observed spectra', 'find evidence for states with constituent gluons', 'glueballs', 'gluons', 'hybrid mesons', 'Hybrid mesons', 'JPC', 'Looking for glueballs', 'qq̄gn', 'qq̄-mesons', 'quark', 'resonances outside the constituent quark model']",['threshold values'],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,14,1
"['added', 'an anionic liposome', 'DNA', 'DOPE', 'DOTMA', 'formulating anionic nanocomplexes', 'incubated', 'LADP', 'LA, LAP1 or LAP2', 'LCPRG', 'LCPRGPD', 'liposome', 'liposome DOTMA/DOPE', 'liposome LA', 'liposome LAP1', 'liposome LAP2', 'liposome LAPRG', 'liposome LCPRG', 'LPD', 'nanocomplexes', 'PDLA', 'PDLAP1', 'PDLAP2', 'PDLAPRG', 'peptide', 'prepared', 'rapid mixing and incubated']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,27,0
"['added', 'an anionic liposome', 'DNA', 'DOPE', 'DOTMA', 'formulating anionic nanocomplexes', 'incubated', 'LADP', 'LA, LAP1 or LAP2', 'LCPRG', 'LCPRGPD', 'liposome', 'liposome DOTMA/DOPE', 'liposome LA', 'liposome LAP1', 'liposome LAP2', 'liposome LAPRG', 'liposome LCPRG', 'LPD', 'nanocomplexes', 'PDLA', 'PDLAP1', 'PDLAP2', 'PDLAPRG', 'peptide', 'prepared', 'rapid mixing and incubated']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,27,0
"['alkynes', 'atom transfer radical polymerization', 'ATRP', 'azides', 'Copper-catalyzed Huisgen cycloadditions', 'CuAAC', 'functional polymers', 'H-bonds', 'macromolecular engineering', 'nucleophilic substitution', 'polymerization', 'polymers', 'polymers with defined chain-ends', 'preparation of well-defined polymers', 'synthesis of functional polymers', 'synthetic polymers', 'telechelic polymers', 'triazole rings', 'ω-bromine chain-ends of polymers', 'ω-functional polymers']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,20,0
"['alkynes', 'atom transfer radical polymerization', 'ATRP', 'azides', 'Copper-catalyzed Huisgen cycloadditions', 'CuAAC', 'functional polymers', 'H-bonds', 'macromolecular engineering', 'nucleophilic substitution', 'polymerization', 'polymers', 'polymers with defined chain-ends', 'preparation of well-defined polymers', 'synthesis of functional polymers', 'synthetic polymers', 'telechelic polymers', 'triazole rings', 'ω-bromine chain-ends of polymers', 'ω-functional polymers']","['transient response analysis', 'full-scale motorway bridge structures', 'steel–concrete interface', 'impressed current cathodic protection (iccp)', 'long-term sustained benefits', 'corrosion condition', 'reinforced concrete structures', 'sim']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,20,8
"['conformal-invariant cosmological model', ""conformal-invariant formulation of Einstein's General Relativity"", ""consider cosmological consequences of a conformal-invariant formulation of Einstein's General Relativity"", 'cosmological constant', 'dilaton', 'effective magnitude–redshift relation', ""Einstein's General Relativity"", 'expansion of the universe', 'high-redshift behavior', 'Hoyle–Narlikar type of mass evolution', 'masses', 'mass history', 'massless scalar', 'massless scalar (dilaton) field', 'Planck mass', 'scale factor', 'standard cosmology', 'supernova Ia data', 'temperature history of the universe']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,19,0
"['conformal-invariant cosmological model', ""conformal-invariant formulation of Einstein's General Relativity"", ""consider cosmological consequences of a conformal-invariant formulation of Einstein's General Relativity"", 'cosmological constant', 'dilaton', 'effective magnitude–redshift relation', ""Einstein's General Relativity"", 'expansion of the universe', 'high-redshift behavior', 'Hoyle–Narlikar type of mass evolution', 'masses', 'mass history', 'massless scalar', 'massless scalar (dilaton) field', 'Planck mass', 'scale factor', 'standard cosmology', 'supernova Ia data', 'temperature history of the universe']","['method', 'high-order meshes', 'high Reynolds number flows', 'isoparametric', 'transfinite interpolation', 'coarse boundary-layer prismatic mesh', 'prisms', 'tetrahedra', 'mapping', 'versat']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,19,10
"['accumulating the logs as:(6)sl=1N∑t=1Nlogp(Ll|xt\u200b,\u2009θ)', 'assume that frames are independent and multiply the posterior estimates of the last layer', 'combine the evidence from past frames', 'DNN', 'DNNs', 'evidence from past frames', 'i-vectors', 'multiplying the output probabilities pl obtained for all of its frames', 'other approaches', 'target languages', 'test utterance']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,11,0
"['accumulating the logs as:(6)sl=1N∑t=1Nlogp(Ll|xt\u200b,\u2009θ)', 'assume that frames are independent and multiply the posterior estimates of the last layer', 'combine the evidence from past frames', 'DNN', 'DNNs', 'evidence from past frames', 'i-vectors', 'multiplying the output probabilities pl obtained for all of its frames', 'other approaches', 'target languages', 'test utterance']","['brane world models', 'localization mechanisms', 'bulk fields', 'standard model particles', 'gravitational interaction', 'additional interactions']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,11,6
"['carbon', 'development of low-carbon economy', 'economic development', 'low-carbon consumption', 'low-carbon economic development', 'low-carbon economy', 'regional economic development', 'technological innovation']","['multi-phase flows', 'continuous problems', 'phases', 'mixing', 'interface problems', 'gas-assisted injection moulding', 'liquid jet breakup', 'air entrainment', 'wave breaking', 'mesh-based methods', 'adaptive']",Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,8,11
"['carbon', 'development of low-carbon economy', 'economic development', 'low-carbon consumption', 'low-carbon economic development', 'low-carbon economy', 'regional economic development', 'technological innovation']","['multi-phase flows', 'indust']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,8,2
"['adaptive SVR-HMDR', 'alleviate the exponential increasing difficulty', 'approximating', 'computation', 'conquer this dilemma', 'curse of dimensionality', 'explicit correlations', 'HDMR', 'high dimensional model representation', 'illustrate the principle, procedure and performance', 'input variables', 'Modeling', 'Modeling or approximating high dimensional, computationally-expensive problems', 'new form of high dimensional model representation', 'support vector regression', 'SVR', 'SVR-HDMR']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,17,0
"['adaptive SVR-HMDR', 'alleviate the exponential increasing difficulty', 'approximating', 'computation', 'conquer this dilemma', 'curse of dimensionality', 'explicit correlations', 'HDMR', 'high dimensional model representation', 'illustrate the principle, procedure and performance', 'input variables', 'Modeling', 'Modeling or approximating high dimensional, computationally-expensive problems', 'new form of high dimensional model representation', 'support vector regression', 'SVR', 'SVR-HDMR']","['measuring', 'hold time', 'cpa pill', 'thermal boundary resistance', 'temperature profile', 'recycling', 'operation', 'servo control program', 'millikelvin', 'microkelvin', 'fast read-out thermometry']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,17,11
"['approximately locate', 'a single missed level', 'correlations in a sequence', 'detecting one missing level', 'detecting the location of, say, one missing level on an otherwise complete sequence', 'error correcting codes can be constructed', 'information theory concepts', 'locate in the last case a single missed level', 'missed level can be obviously detected as a hole in the spectrum', 'no correlations and therefore no redundancy are present', 'picket fence', 'Poissonian sequence', 'sequence of equally spaced levels', 'study of spectral fluctuations', 'two-dimensional chaotic systems', ""Weyl's law describing the average spectral density""]",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,16,0
"['approximately locate', 'a single missed level', 'correlations in a sequence', 'detecting one missing level', 'detecting the location of, say, one missing level on an otherwise complete sequence', 'error correcting codes can be constructed', 'information theory concepts', 'locate in the last case a single missed level', 'missed level can be obviously detected as a hole in the spectrum', 'no correlations and therefore no redundancy are present', 'picket fence', 'Poissonian sequence', 'sequence of equally spaced levels', 'study of spectral fluctuations', 'two-dimensional chaotic systems', ""Weyl's law describing the average spectral density""]","['high performance computing', 'cloud computing', 'network performance', 'dynamic environments', 'speed up', 'scale up', 'response rate', 'on-demand', 'small sized hpc']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,16,9
"['autonomous mode', 'communicate', 'elderly people', 'informs the user', 'lying on the floor', 'microphone', 'monitor', 'navigates in the environment', 'old age surveillance', 'patient', ""patient's condition"", 'remote place', 'robot', 'search for unusual situation', 'speaker', 'switches the control mode from autonomous to haptic based', 'tele-operated mobile robot system', 'visual sensor and landmarks to monitor', 'vital sensors']",['Lagrange'],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,19,1
"['autonomous mode', 'communicate', 'elderly people', 'informs the user', 'lying on the floor', 'microphone', 'monitor', 'navigates in the environment', 'old age surveillance', 'patient', ""patient's condition"", 'remote place', 'robot', 'search for unusual situation', 'speaker', 'switches the control mode from autonomous to haptic based', 'tele-operated mobile robot system', 'visual sensor and landmarks to monitor', 'vital sensors']","['variational framework', 'classical mechanics', 'euler', 'lagrange', 'hamilton', 'action integral', 'lagrangian mechanics', 'hamiltonian mechanics', ""noether's theorem"", 'numerical approximation', 'hamiltonian structure', 'discrete level']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,19,12
"['5% H2/Ar', 'calcination', 'cell parameters', 'conductivity', 'crystal structure', 'FEG-SEM', 'field emission 74 scanning electron microscope', 'flow', 'four-terminal method', 'Gold wire contacts', 'H2/Ar', 'Low oxygen partial pressure', 'Netzsch STA 449C instrument', 'PANalytical Empyrean diffractometer', 'perovskite', 'phase purity', 'powder X-ray diffraction', 'Proteus thermal analysis software', 'redox cycle', 'reducing conditions', 'STOE Win XPOW software', 'TGA', 'Thermogravimetric analysis', 'total conductivity', 'weight change', 'XRD', 'XRD patterns']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,27,0
"['5% H2/Ar', 'calcination', 'cell parameters', 'conductivity', 'crystal structure', 'FEG-SEM', 'field emission 74 scanning electron microscope', 'flow', 'four-terminal method', 'Gold wire contacts', 'H2/Ar', 'Low oxygen partial pressure', 'Netzsch STA 449C instrument', 'PANalytical Empyrean diffractometer', 'perovskite', 'phase purity', 'powder X-ray diffraction', 'Proteus thermal analysis software', 'redox cycle', 'reducing conditions', 'STOE Win XPOW software', 'TGA', 'Thermogravimetric analysis', 'total conductivity', 'weight change', 'XRD', 'XRD patterns']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,27,0
"['AcH, AOH and BAH radicals', 'acridinyl', 'carbon dioxide', 'catalyzers', 'CO2', 'formaldehyde', 'formic acid', 'H-atom photodetachment', 'intermediate radicals', 'methanol', 'PyH', 'Pyridinyl', 'pyridinyl radical', 'radicals', 'reduce carbon dioxide in dark reactions', 'reducing agent', 'reducing agents', 'reductant']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,18,0
"['AcH, AOH and BAH radicals', 'acridinyl', 'carbon dioxide', 'catalyzers', 'CO2', 'formaldehyde', 'formic acid', 'H-atom photodetachment', 'intermediate radicals', 'methanol', 'PyH', 'Pyridinyl', 'pyridinyl radical', 'radicals', 'reduce carbon dioxide in dark reactions', 'reducing agent', 'reducing agents', 'reductant']","['copper electro-chemical deposition (ecd)', 'through silicon via (tsv)', '3d integration', 'numerical modeling', 'simulation', 'additives', 'experimental tafel curves', '']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,18,8
"['ABAQUS', 'calibrated crystal plasticity UMAT', 'crack growth', 'crystal plasticity constitutive model', 'crystal plasticity model', 'cyclic deformation', 'determine the parameters of a crystal plasticity constitutive model', 'develop and evaluate a RVE-based finite element model', 'finite element analyses', 'fracture criterion', 'Low Solvus High Refractory', 'LSHR', 'monotonic, stress relaxation and cyclic test data', 'nickel-based superalloy LSHR', 'plastic strain', 'predict crack growth', 'RVE-based finite element model', 'study cyclic deformation and fatigue crack growth', 'UMAT', 'user-defined material subroutine', 'XFEM', 'XFEM technique']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,22,0
"['ABAQUS', 'calibrated crystal plasticity UMAT', 'crack growth', 'crystal plasticity constitutive model', 'crystal plasticity model', 'cyclic deformation', 'determine the parameters of a crystal plasticity constitutive model', 'develop and evaluate a RVE-based finite element model', 'finite element analyses', 'fracture criterion', 'Low Solvus High Refractory', 'LSHR', 'monotonic, stress relaxation and cyclic test data', 'nickel-based superalloy LSHR', 'plastic strain', 'predict crack growth', 'RVE-based finite element model', 'study cyclic deformation and fatigue crack growth', 'UMAT', 'user-defined material subroutine', 'XFEM', 'XFEM technique']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,22,0
"['asymmetrical heating', 'asymmetrically heated measurement set-up', 'change the contacted electrode', 'contacting and de-contacting of different microelectrodes', 'contacting tip', 'convection', 'electrochemical experiments', 'electrode', 'gain statistical information', 'heat sink', 'local cooling', 'micro-contact set-ups', 'microelectrodes', 'monitoring of optical changes', 'radiation', 'temperature cycles', 'temperature gradients']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,17,0
"['asymmetrical heating', 'asymmetrically heated measurement set-up', 'change the contacted electrode', 'contacting and de-contacting of different microelectrodes', 'contacting tip', 'convection', 'electrochemical experiments', 'electrode', 'gain statistical information', 'heat sink', 'local cooling', 'micro-contact set-ups', 'microelectrodes', 'monitoring of optical changes', 'radiation', 'temperature cycles', 'temperature gradients']","['tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr', 'tcr']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,17,13
"['ASR', 'broadband connection', 'cathodic protection of the piers', 'data', 'depolarization of the galvanic system', 'detailed design', 'encapsulation', 'galvanic system', 'Galvashield CC anodes', 'looking at the systems installed previously and calculating', 'multiple layers of mesh', 'significant reduction in the number of zones and monitoring probes', 'systems installed previously', 'varying amounts of steelwork']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"['ASR', 'broadband connection', 'cathodic protection of the piers', 'data', 'depolarization of the galvanic system', 'detailed design', 'encapsulation', 'galvanic system', 'Galvashield CC anodes', 'looking at the systems installed previously and calculating', 'multiple layers of mesh', 'significant reduction in the number of zones and monitoring probes', 'systems installed previously', 'varying amounts of steelwork']","['ion source', 'fib instruments', 'gallium (ga)', 'liquid metal ion source (lmis)', 'v compound semicondu']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,14,5
"['characterized the CI artifacts for monopolar mode stimulation', 'CI', 'CI artifact', 'CI artifacts', 'CI fitting', 'cochlear implant', 'contralateral recording electrodes', 'EASSRs', 'EEG', 'EEG signals', 'Electrically evoked auditory steady-state responses', 'electroencephalogram', 'ipsilateral recording electrodes', 'linear interpolation', 'neural potentials', 'neuroscience research']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,16,0
"['characterized the CI artifacts for monopolar mode stimulation', 'CI', 'CI artifact', 'CI artifacts', 'CI fitting', 'cochlear implant', 'contralateral recording electrodes', 'EASSRs', 'EEG', 'EEG signals', 'Electrically evoked auditory steady-state responses', 'electroencephalogram', 'ipsilateral recording electrodes', 'linear interpolation', 'neural potentials', 'neuroscience research']","['interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'interpolation functions', 'inter']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,16,12
"['charged multiplicities', 'collectivity in the initial state', 'Discrepancies with particle ratios', 'evolution of multiplicities with centrality', 'hard collisions', 'Multiplicities', 'particle', 'particle ratios', 'rescattering of the produced secondaries', 'string model', 'their evolution', 'transverse momentum distributions', 'Transverse momentum distributions']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,13,0
"['charged multiplicities', 'collectivity in the initial state', 'Discrepancies with particle ratios', 'evolution of multiplicities with centrality', 'hard collisions', 'Multiplicities', 'particle', 'particle ratios', 'rescattering of the produced secondaries', 'string model', 'their evolution', 'transverse momentum distributions', 'Transverse momentum distributions']",[''],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,13,1
"['calculation of phase shifts', 'electromagnetic” field', 'field strength is zero', 'lattice QCD computation', 'lattice QCD computation of nucleon–nucleon low-energy interactions', 'Lattice sizes', 'measuring the shift of the ground state energy', 'nucleon–nucleon low-energy interactions', 'phase-shifts at any (but small) momenta', 'simulating QCD', 'tuning the background field']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,11,0
