Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['reliability estimation', 'architecture', 'event graph model']","['adaptation methods', 'reliability estimation', 'fault-tolerant computer-aided control systems', 'architecture', 'systematization', 'multiversion-threshold adaptation', 'choice', 'regard', 'stable', 'software failures', 'event graph model']",0.2727272727272727,1.0,0.42857142857142855,3,11,0.4,0.6666666666666666,0.5,0.2,0.6666666666666666,0.30769230769230765,0.2727272727272727,1.0,0.42857142857142855,0.6290912476346099,0.4242424242424242
"['fuzzy logic adaptation circuit', 'control systems', 'deformable space vehicles', 'discreteness period', 'stability', 'elastic structural vibrations', 'digital modeling']","['control systems', 'deformable space vehicles', 'quality', 'regard', 'stability', 'elastic structural vibrations', 'design', 'fuzzy-logic adaptation algorithm', 'performance', 'discreteness period', 'digital modeling', 'fuzzy logic adaptation circuit', 'objects']",0.5384615384615384,1.0,0.7000000000000001,7,13,0.6,0.42857142857142855,0.5,0.5,0.7142857142857143,0.588235294117647,0.5384615384615384,1.0,0.7000000000000001,0.8829675626108957,0.6993506493506494
"['optimal control algorithm', 'reachability set approximation', 'linearization', 'terminal functional', 'variational system', 'regularization', 'sequential refinement method', 'local approximation', 'relaxation properties']","['reachability set approximation', 'variational system', 'linearization', 'corresponding algorithm', 'terminal functional', 'regularization', 'reduction', 'relaxation properties', 'sequential refinement method', 'analogous problem', 'local approximation', 'general control system', 'illustrative example', 'optimal control algorithm']",0.6428571428571429,1.0,0.782608695652174,9,14,0.8,0.4444444444444444,0.5714285714285714,0.7,0.7777777777777778,0.7368421052631577,0.6428571428571429,1.0,0.782608695652174,0.946148967800539,0.8368045534712203
"['mass communication', 'online mobilization', 'collective action', 'antiauthoritarian ideology', 'group memberships', 'social identities', 'online survey']","['collective action', 'internet', 'action', 'social identities', 'online mobilization', 'environmental activists', 'mass communication', 'nonactivists', 'web bear witness', 'nature', 'individual', 'confrontational', 'direct calls', 'possible', 'undertakings', 'persuasive', 'influential', 'powers', 'people', 'indirect mobilizing influence', 'empirical evidence', 'group memberships', 'computer', 'current practices', 'equivalent alternative', 'article', 'reverse influence', 'motives', 'antiauthoritarian ideology', 'fundamental', 'age', 'function']",0.1875,0.8571428571428571,0.30769230769230765,7,32,0.6,0.42857142857142855,0.5,0.4,0.5714285714285714,0.47058823529411764,0.26666666666666666,0.5714285714285714,0.36363636363636365,0.7620352892447555,0.47395986607809265
"['business', 'global manufacturing companies']","['new business reality', 'abb', 'state-of-the-art platform', 'asia', 'production', 'arrangements', 'europe', 'today', 'high-performance', 'design department', 'kind', 'real-time collaboration', 'location', 'global manufacturing companies', 'time', 'cad system', 'answer', 'latin america', 'engineering teams', 'customers', 'suppliers', 'virtual engineering office']",0.045454545454545456,0.5,0.08333333333333334,2,22,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.5,0.11764705882352941,0.29066997873895606,0.07919254658385093
"['discrete manufacturing', 'consumer goods', 'core competencies']","['production', 'subsuppliers', 'producers', 'suppliers', 'goods-from order entry', 'customers', 'complex', 'final delivery-more', 'order-driven planning', 'busy', 'scheduling', 'outsourcing', 'noncore activities', 'new', 'consumer goods customer satisfaction', 'recent years', 'core competencies', 'form', 'focus', 'discrete manufacturing', 'collaborative approach', 'industries', 'outcome', 'inventories', 'capital', 'thinking', 'need', 'desire', 'throughput', 'real-time enterprise solutions']",0.06666666666666667,0.6666666666666666,0.1212121212121212,3,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3132354382618086,0.08519924098671727
"['realistic raindrops', 'mean effective radius', 'gravity', 'interpolation', 'operating frequencies', 'computer program']","['interpolation', 'realistic raindrops', 'values', 'sections', 'data', 'extinction', 'tcs', 'error analysis', 'nonlinear fitting technique', 't-matrix method', 'ghz', 'frequencies', 'high accuracy', 'total', 'vertical', 'pruppacher', 'null computational time', 'large number', 'polarizations', 'efforts', 'pitter -lrb-', 'horizontal', 'shape', 'drop failing', 'gravity', 'negligible', 'data-bank', 'applicability', 'forces', 'new computer program', 'balance', 'temperatures', 'order', 'effective radius', 'new fast', 'singapore']",0.08333333333333333,0.5,0.14285714285714285,6,36,0.4,0.3333333333333333,0.3636363636363636,0.2,0.3333333333333333,0.25,0.13333333333333333,0.3333333333333333,0.19047619047619044,0.7296740973237478,0.43025641025641026
"['building infrastructure', 'redundant power supply', 'redundant air conditioning', 'security system']","['data technology', 'abb', 'millions', 'companies', 'dollars', 'facilities', 'days', 'manufacturers', 'mission-critical', 'latest telecommunication', 'bankruptcy', 'large industrial buildings', 'consolidation', 'important redundant power supply', 'equipment', 'high-tech palaces', 'building infrastructure', 're-format', 'redundant air conditioning', 'data storage', 'fast-moving sector', 'data center market', 'security system']",0.13043478260869565,0.75,0.22222222222222218,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35315077365234887,0.11529703414546597
"['mail sorting center', 'robotic containerization system']","['rcs', 'process', 'abb robots', 'robotic containerization system', 'accuracy', 'efficiency', 'painting', 'palletizing', 'packing', 'speed', 'productivity', 'picking', 'assembly', 'new levels', 'sorting', 'list', 'material handling', 'mail', 'tasks', 'united states postal service', 'distribution center', 'usps', 'packages', 'columbus', 'portfolio', 'machine', 'ohio', 'post-haste']",0.03571428571428571,0.5,0.06666666666666667,2,28,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.38902448359563957,0.15948275862068967
"['manufacturing expertise', 'car production line', 'production', 'cost efficiency']","['car production line', 'windshield', 'car windshield assembly', 'manually-to', 'environmental specifications', 'vinyl interlayer', 'fabrication', 'abb', 'automatic assembly', 'time', 'robotic solutions', 'perfect fit', 'thin glass sheets', 'robot-based compact assembling system', 'industry', 'possible', 'equipment', 'place', 'sure', 'special manufacturing expertise', 'idea', 'pane relief', 'cost efficiency', 'crystal-clear visibility']",0.08333333333333333,0.5,0.14285714285714285,4,24,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.6406762256695994,0.3486622073578595
"['spectral characteristics', 'bounded time interval', 'linear dynamic systems', 'standard dynamic blocks', 'transcendental characteristic equations', 'partial spectra', 'singular functions', 'frequency characteristic']","['singular characteristics', 'partial spectra', 'bounded time interval consideration', 'linear systems', 'standard dynamic blocks', 'spectral characteristics', 'transcendental characteristic equations', 'study', 'relationship', 'classical frequency characteristic']",0.4,0.5,0.4444444444444445,8,10,0.4,0.25,0.3076923076923077,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.7019442642945104,0.5321428571428571
"['interpolation properties', 'intuitionistic modal logics']","['classical modal case', 'beth properties', 'intuitionistic modal logics', 'contrast', 'extension', 'sub', 'type', 'different forms', 'contrary', 'relation', 'equivalent', 'paper', 'interpolation properties c1', 'independent']",0.07142857142857142,0.5,0.125,2,14,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.07142857142857142,0.5,0.125,0.45986039457409383,0.23333333333333334
"['multistep control processes', 'upper estimate', 'optimal control']","['multistep control processes', 'class', 'reachability sets', 'upper estimate', 'restriction', 'algorithm', 'design', 'iterative', 'optimal control']",0.3333333333333333,1.0,0.5,3,9,0.4,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,0.8126530453831329,0.6111111111111112
"['generalized confidence sets', 'statistically indeterminate random vector', 'distribution parameters', 'normally distributed random vector']","['generalized confidence', 'random vector', 'exact estimates', 'distribution parameters', 'mean value', 'dependence', 'sizes', 'information', 'forms', 'detailed analysis', 'tip', 'problem', 'properties', 'set', 'notion', 'standard method', 'unification', 'incomplete', 'construction']",0.05263157894736842,0.25,0.08695652173913043,4,19,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.4308450347847358,0.19886363636363635
['technical infrastructure'],"['buildings', 'radical solution', 'performance buildings abb', 'systems', 'processes', 'end-user', 'needs', 'industrial', 'realization', 'tasks', 'center', 'technical infrastructure', 'office meeting', 'hotel guest', 'patient', 'manufacturing', 'example', 'hospital', 'close look']",0.05263157894736842,1.0,0.1,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.125,0.2702381544273198,0.08333333333333333
"['network security', 'international standards', 'business risk management', 'microcomputer', 'personal computer', 'education', 'information systems management']","['systems', 'computer', 'network security', 'international standards', 'industry', 'experience', 'major questions', 'years', 'adoption', 'trustworthy', 'mainframe era', 'fourth generation', 'safe', 'large scale', 'national', 'need', 'government', 'lack', 'new paradigm', 'likely', 'web', 'internet-based information services', 'microcomputer', 'paper', 'number', 'spirit', 'control', 'explosion', 'search', 'education', 'challenges', 'lessons', 'criteria', 'necessity', 'multics', 'best thing', 'suppliers', 'applications', 'professionals', 'trusted', 'business risk management']",0.12195121951219512,0.7142857142857143,0.20833333333333334,7,41,0.4,0.2857142857142857,0.3333333333333333,0.2,0.2857142857142857,0.23529411764705882,0.13333333333333333,0.2857142857142857,0.18181818181818182,0.523237282253866,0.22066200916234208
['condition monitoring'],"['robots', 'optimize', 'schedule maintenance', 'condition', 'semi-automatic measurements', 'robot condition monitoring tool', 'reference data', 'today', 'potential breakdowns', 'broad process know-how', 'global markets', 'negative trends', 'capability', 'early', 'productivity', 'features', 'ways', 'users', 'company', 'ideal basis', 'armed', 'builders', 'critical variables-the robotic equivalent', 'humanlike', 'clear indication', 's4-family controller', 'tremendous pressure', 'physical check-up-in order', 'rcm', 'engineers', 'essential', 'unplanned stops', 'action', 'embedded checklists']",0.0,0.0,0.0,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1934264036172717,0.02857142857142857
"['discrete manufacturing', 'challenges', 'automobile factory', 'technology revolution', 'production practices', 'trends']","['discrete manufacturing', 'manufacturing industries', 'trends', 'technology revolution', 'shift', 'ford', 'workers', 'day', 'cars', 'challenges', 'vertical integration', 'better business', 'evolution', 'production practices', 'similar stories', 'rouge automobile factory', 'recognition', 'relentless advance', 'customized design', 'plant', 'environmental friendliness', 'way', 'information', 'pressure', 'major', 'single aspect', 'years', 'indiscernible', 'seamless system']",0.1724137931034483,0.8333333333333334,0.28571428571428575,6,29,0.6,0.5,0.5454545454545454,0.4,0.6666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.8102326370841123,0.5623015873015873
"['press shops', 'manufacturing efficiency', 'automation', 'software solutions', 'supply chain']","['press shop', 'solutions', 'new requirements', 'value chain', 'competitive advantage', 'production', 'demand', 'abb', 'way', 'automation', 'manufacturing efficiency', 'traditional limits', 'markets', 'world', 'opportunities', 'long involvement', 'process know-how', 'automotive industry', 'step']",0.10526315789473684,0.4,0.16666666666666666,5,19,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.13333333333333333,0.4,0.2,0.4208932612953118,0.19272727272727275
"['security crisis management', 'security event', 'firewall log', 'corporate crisis management']","['security crisis management', 'security event', 'basics', 'kind', 'article', 'pervasive problems', 'inception', 'end', 'management', 'little', 'firewall log', 'lot', 'logical steps', 'specific incident', 'hand']",0.2,0.75,0.31578947368421056,4,15,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.2,0.75,0.31578947368421056,0.8410828906637715,0.6306818181818181
"['best solutions', 'optimization', 'finite sets', 'network reconstruction', 'complexity']","['problems', 'sequence', 'optimization', 'finite sets', 'best solutions', 'complexity', 'number', 'dimension', 'network reconstruction', 'polynomial', 'throughput', 'design', 'aim', 'technique', 'restricted reconstruction costs', 'method']",0.3125,1.0,0.47619047619047616,5,16,0.6,0.6,0.6,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.669762227814262,0.5311111111111111
"['control system', 'feedback circuit']","['control system', 'frequency-modulated pulsed signals', 'boundedness', 'solutions', 'linear object', 'conditions', 'feedback circuit', 'pulse-frequency modulator', 'initial data', 'stabilization']",0.2,1.0,0.33333333333333337,2,10,0.2,0.5,0.28571428571428575,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,0.8175295903539447,0.6428571428571428
"['information technology investments', 'technology managers', 'information requirements', 'risks factors', 'evaluation categories', 'selection decision', 'tradeoffs', 'decision maker', 'analytic hierarchy process', 'goal programming methodology', 'mixed integer constraints', 'goal target values', 'information technology alternatives', 'pairwise comparison mechanisms', 'intangible benefits']","['available models', 'evaluation', 'risks factors', 'decision', 'information technology investments', 'intangible benefits factors', 'integer goal linear programming', 'major evaluation categories', 'paper', 'conceptual framework', 'ahp', 'gahp', 'future expansion', 'tangible', 'nonmonetary', 'subjective', 'needs', 'analytic hierarchy process', 'pairwise comparison mechanisms', 'advantages', 'technology managers', 'strategic implications', 'selection problems', 'disadvantages', 'zero-one integer variables', 'current information requirements', 'review', 'organisation', 'mixed integer constraints', 'new system', 'data', 'inherent difficulties', 'number', 'appropriate methodology', 'realistic inputs', '-rrb-', 'goal target values', 'tradeoffs', 'case illustration']",0.20512820512820512,0.5333333333333333,0.2962962962962963,15,39,0.4,0.13333333333333333,0.2,0.2,0.13333333333333333,0.16,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.5876040666418518,0.2825228204159791
"['system embedding', 'multivariable linear systems', 'matrix transfer functions', 'state vector']","['control', 'observer', 'system', 'plant state', 'response', 'entire constructive class', 'solutions', 'matrix equations', 'technology', 'interrelated problems-design', 'capable', 'matrix transfer functions', 'problems', 'standpoint', 'nonzero initial conditions', 'components', 'illustrative example']",0.058823529411764705,0.25,0.09523809523809523,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.3765978890921855,0.17083333333333336
"['privacy abuse', 'customer list', 'privacy policy', 'disclosure']","['privacy', 'dotcom companies', 'customer list', 'recent string', 'failures', 'addresses', 'fears', 'names', 'precedence', 'details', 'perils', 'commercial concerns', 'personal data', 'asset', 'disclosure', 'purposes', 'purchaser', 'future']",0.1111111111111111,0.5,0.1818181818181818,4,18,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.13333333333333333,0.5,0.2105263157894737,0.4719883989824969,0.21666666666666667
"['historical analysis', 'strategic analysis', 'computer industry', 'government research', 'development spending', 'technology strategy', 'new product innovation', 'competition', 'parallel computing architectures']","['high-end computing market', 'historical analysis', 'technological change', 'new product innovation', 'evolution', 'government research', 'standard theories', 'context', 'perspective', 'development spending', 'discussion', 'new parallel computing architectures', 'computer industry', 'key leverage points', 'competition', 'key component', 'introduction', 'confusion', 'conclusion', 'capability', 'usa', 'paper', 'framework', 'trends', 'dead', 'implications']",0.23076923076923078,0.6666666666666666,0.3428571428571429,9,26,0.4,0.2222222222222222,0.2857142857142857,0.4,0.4444444444444444,0.4210526315789474,0.4,0.6666666666666666,0.5,0.6668675513591729,0.4017388741526673
"['optimisation techniques', 'trade mark infringement', 'passing off']","['case', 'web sites', 'trade mark infringement', 'reed', 'new forms', 'rise', 'optimisation techniques', 'judgment', 'extent', 'mr justice pumfrey', 'detail', 'use', 'author', 'reed business information limited', 'comments']",0.13333333333333333,0.6666666666666666,0.2222222222222222,3,15,0.2,0.3333333333333333,0.25,0.2,0.6666666666666666,0.30769230769230765,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.5058748997449817,0.26884920634920634
"['information security policy', 'international information security standards']","['information security policy', 'authors', 'sources', 'guidance', 'results', 'battle', 'policy', 'organisation', 'important', 'culture', 'good starting point', 'standards', 'vital direction-giving document', 'comprehensive', 'coverage', 'easy', 'processes', 'mind']",0.05555555555555555,0.5,0.09999999999999999,2,18,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.7550160946314528,0.5526315789473684
"['virus', 'compressed graphic images']","['jpeg image files', 'main virus feature', 'look', 'ability', 'details', 'author', 'graphic images', 'clear', 'impossible', 'executable code']",0.0,0.0,0.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367288498329476,0.16666666666666666
"['prescribed behaviour', 'free product', 'ultraproducts', 'homomorphic images', 'cardinal invariants']","['boolean algebras', 'cardinalities', 'topological density', 'homomorphic images', 'results', 'pcf', 'squares', 'family', 'ultraproducts', 'zfc', 'depth', 'behaviour', 'free product', 'sup kappa', 'inequalities', 'subspaces', 'ind']",0.17647058823529413,0.6,0.2727272727272727,5,17,0.2,0.2,0.20000000000000004,0.2,0.4,0.26666666666666666,0.2,0.6,0.3,0.4955616328356267,0.24586144849302743
"['robotic tending systems', 'metal cabinets', 'feasibility study']","['robotic tending systems', 'complex operation', 'tool', 'automation', 'high-volume production', 'workshops', 'parts', 'cases', 'metal cabinets', 'off-line programming', 'desktop computers', 'special knowledge', 'usefulness', 'batches smaller', 'bendwizard', 'instance', 'simulation', 'expert', 'easy offline programming', 'future', 'time', 'need', 'feasibility study', 'work cell', 'rudimentary cad skills']",0.12,1.0,0.21428571428571425,3,25,0.2,0.3333333333333333,0.25,0.2,0.6666666666666666,0.30769230769230765,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.7128974031656508,0.45088566827697263
"['client expectations', 'business environment', 'information systems', 'law firms']","['client expectations', 'business environment', 'law firms', 'inexorable change', 'staff', 'gradual', 'authors', 'recent years', 'available', 'light', 'lessons', 'future', 'basic operating model', 'order', 'competitive', 'recent pa consulting survey', 'information systems', 'market conditions', 'successful', 'able', 'key enabler']",0.19047619047619047,1.0,0.32,4,21,0.6,0.75,0.6666666666666665,0.3,0.75,0.4285714285714285,0.2,0.75,0.31578947368421056,0.9254904664164788,0.8088235294117647
['legal framework'],"['electronic signatures', 'regulations', 'february', 'certification service providers', 'prospects', 'confidence', 'e-signatures', 'latest development', 'consultation period', 'significance', 'e-commerce', 'crisis', 'apace', 'government', 'short', 'march', 'january', 'force', 'market', 'csps', 'author', 'legal framework', 'ado', 'unconvincing case', 'critics', 'july', 'english law']",0.037037037037037035,1.0,0.07142857142857142,1,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22106472945750344,0.045454545454545456
['dynamic game problems'],"['problems', 'non-cooperative games', 'new notion', 'equilibrium', 'static', 'proposal', 'place', 'known basic equilibria', 'application', 'strong active solution']",0.0,0.0,0.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27894294565112965,0.09090909090909091
"['drugs', 'distress', 'online publishers']","['distress', 'naomi campbell', 'data protection act', 'damage', 'mirror group newspapers', 'drugs', 'breach', 'kind', 'legal implications', 'online publishers', 'case', 'aware']",0.25,1.0,0.4,3,12,0.2,0.3333333333333333,0.25,0.3,1.0,0.4615384615384615,0.25,1.0,0.4,0.7720911544214066,0.5444444444444444
['quantum computers'],"['technology', 'solid-state devices', 'quantum', 'lab experiments', 'author', 'solids science', 'easy', 'challenges']",0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639808,0.1111111111111111
"['wearable computing', 'speech input', 'speech recognition', 'speech interfaces']","['speech input', 'situations', 'technology', 'limited speech interfaces', 'interface designers', 'wary', 'general contexts', 'attractive input mechanism', 'inappropriate', 'specific tasks', 'wearable computers', 'products', 'role', 'magazine']",0.07142857142857142,0.25,0.11111111111111112,4,14,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.07142857142857142,0.25,0.11111111111111112,0.6770997560404313,0.4264705882352941
"['mobile computing', 'smart phone', 'design competitions']","['mobile computing', 'students', 'killer app', 'motorola', 'computer science courses', 'engineering', 'hands-on experience', 'florida', 'university', 'competition design competitions', 'excellent way', 'abdelsalam helal', 'partnership', 'fall', 'spring']",0.06666666666666667,0.3333333333333333,0.1111111111111111,3,15,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.6966269095442419,0.45098039215686275
"['contextual information', 'semantic conflicts', 'contextual cues']","['users', 'conchat', 'contextual information', 'electronic communication', 'potential semantic conflicts', 'context-aware', 'conversation', 'context', 'related', 'ambiguous chat messages', 'meeting', 'example', 'immediate surroundings', 'slower response', 'urgent activity']",0.06666666666666667,0.3333333333333333,0.1111111111111111,3,15,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.4619875465328636,0.22875816993464054
"['mobile telecommunications', 'device miniaturization', 'internet services', 'mobile clients', 'middleware']","['internet services', 'mobile telecommunications', 'novel location', 'dynamic', 'asynchronous', 'portable devices advances', 'autonomous', 'standard', 'ma programming paradigm suitable', 'ubiquitous provisioning']",0.2,0.4,0.26666666666666666,5,10,0.4,0.4,0.4000000000000001,0.2,0.4,0.26666666666666666,0.2,0.4,0.26666666666666666,0.8284871148613755,0.6307692307692307
"['service discovery', 'pervasive computing']","['service discovery', 'small office', 'standards', 'universal plug', 'plug-and-play solutions', 'play', 'user', 'potential', 'support', 'upnp', 'soho', 'jini', 'mobile', 'need', 'years', 'salutation', 'past', 'pervasive computing environments', 'industries', 'service location protocol', 'hour', 'topic', 'delivery', 'front-runners', 'new race', 'automatic configuration', 'choice']",0.037037037037037035,0.5,0.06896551724137931,2,27,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.7393616002282353,0.5357142857142857
['information system architectures'],"['organizations', 'information systems', 'impact', 'computers', 'evolution', 'changes', 'internet', 'association', 'small businesses', 'decentralized forms', 'effect', 'logical linkages', 'research', 'strategies', 'quick review', 'centralized', 'fit', 'process', 'future organizational forms', 'implications', 'years']",0.0,0.0,0.0,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22106472945750344,0.045454545454545456
"['orthogonal quantum states', 'special relativity', 'observer']","['orthogonal quantum', 'distinguishability', 'measurement starts', 'relativistic constraints', 'special relativity', 'probability', 'orthogonal single-photon states', 'error', 'explicit expression', 'time', 'start', 'structure', 'outcome', 'interval', 'observer', 'example']",0.125,0.6666666666666666,0.21052631578947367,3,16,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.41140036283850945,0.16993464052287582
"['health care', 'medicine', 'information technology', 'engineering developments', 'radiant imaging methods', 'mathematical modeling', 'human body', 'molecular biology', 'human genetics', 'biotechnology', 'medical informatics research', 'medical data privacy', 'intellectual property rights', 'information systems']","['health care', 'medicine', 'technology tyrol', 'technology', 'application areas', 'human body', 'medical knowledge', 'information', 'global problems', 'austria', 'challenges', 'medical informatics research', 'technik tirol', 'responsibilities', 'innsbruck', 'university', 'appropriate individual access', 'private universitat fur medizinische informatik', 'limit', 'defibrillator devices', 'biotechnology', 'molecular biology', 'medical data privacy', 'implantable pacemaker', 'mathematical modeling', 'occasion', 'intellectual property rights inherent', 'opening', 'objectives', 'workings', 'new radiant imaging methods', 'computer-based patient record', 'century', 'content']",0.23529411764705882,0.5714285714285714,0.3333333333333333,14,34,0.4,0.14285714285714285,0.21052631578947364,0.3,0.21428571428571427,0.25,0.26666666666666666,0.2857142857142857,0.2758620689655172,0.7615327239281635,0.43346454787448574
"['throughput', 'delivery time', '300 mm']","['automation', 'conveyor-based continuous flow transport technology', 'need', 'software simulation', 'conventional car-based wafer-lot delivery', 'form', 'performance', 'question', 'mm conveyor-based amhs', 'delivery time', 'mm fabs', 'throughput advantages', 'benefits']",0.07692307692307693,0.3333333333333333,0.125,3,13,0.0,0.0,0.0,0.1,0.3333333333333333,0.15384615384615383,0.07692307692307693,0.3333333333333333,0.125,0.373087310736188,0.16666666666666669
"['national patent laws', 'national courts', 'computer programs']","['patents', 'draft directive', 'computer-implemented inventions', 'european commission', 'software', 'eu level', 'total lack', 'recognition', 'october', 'unity', 'protection', 'impetus', 'extensive consultation', 'aim', 'european national courts', 'sensible european legislation', 'subject', 'computer programs']",0.05555555555555555,0.3333333333333333,0.09523809523809525,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32589407232192114,0.11851851851851852
"['health guidance support system', 'lifestyle improvement', 'questionnaire', 'medical examination', 'health checkup data', 'weight gain', 'smoking', 'exercise', 'sleep', 'eating habits', 'salt intake', 'animal fat intake', 'snacks', 'alcohol', 'oral hygiene', 'body mass index', 'resting blood pressure', 'fasting blood sugar', 'total cholesterol', 'triglycerides', 'uric acid', 'liver function tests']","['health checkup data', 'lifestyle improvement', 'system', 'assessment', 'automated advice', 'blood pressure', 'animal fat intake', 'eating habits', 'smoking', 'sleep', 'weight gain', 'exercise', 'salt intake', 'snacks', 'total cholesterol', 'uric acid', 'triglycerides', 'alcohol', 'oral hygiene', 'body mass index', 'questions', 'medical examination', 'conventional', 'questionnaire', 'liver function tests', 'comparison', 'life style related diseases', 'operational', 'results', 'limited advice methods', 'multiple-risk factor syndrome group', 'high risk group', 'objective', 'health guidance support system', 'relationships', 'persons', 'necessity', 'development']",0.5263157894736842,0.9090909090909091,0.6666666666666666,22,38,0.4,0.09090909090909091,0.14814814814814814,0.6,0.2727272727272727,0.37499999999999994,0.7333333333333333,0.5,0.5945945945945945,0.8797176498287324,0.6990910881031904
"['legal profession', 'software encryption', 'hardware encryption']","['e-mail', 'legal profession', 'communication', 'new medium', 'software encryption', 'ways', 'number', 'widespread use', 'standard', 'post', 'commerce', 'technologies', 'areas', 'secure form', 'facsimile', 'nature', 'practice', 'drawbacks', 'access']",0.10526315789473684,0.6666666666666666,0.18181818181818182,3,19,0.4,0.6666666666666666,0.5,0.2,0.6666666666666666,0.30769230769230765,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.584464507765008,0.35
"['collaborative research', 'health promotion', 'consumer health informatics', 'personal health']","['consumer health informatics', 'evidence-based practice', 'insights', 'desirable complement', 'services', 'internet', 'internet-based products', 'professionals', 'promotion', 'canadian healnet experience', 'guidelines', 'systems', 'development', 'centres', 'care maps', 'limited acceptance', 'delivery modes', 'canadian network', 'wide array', 'subjective review', 'addition', 'work', 'different content', 'use', 'excellence', 'collaborative research', 'important', 'personal health', 'objectives', 'changes', 'health consumer-provider roles', 'healthcare practices']",0.09375,0.75,0.16666666666666666,4,32,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.6295730828032104,0.32631951381951385
"['content adaptation', 'mobile devices', 'decision engine', 'optimal content version', 'adaptation decision']","['content adaptation building', 'context-aware decision engine', 'mobile devices', 'challenges', 'appropriate adaptation decision', 'optimal content version']",0.3333333333333333,0.4,0.3636363636363636,5,6,0.2,0.2,0.20000000000000004,0.3333333333333333,0.4,0.3636363636363636,0.3333333333333333,0.4,0.3636363636363636,0.6125353345843498,0.4666666666666666
"['viruses', 'vulnerabilities']","['e-mail', 'viruses', 'recent klez worm', 'simple techniques', 'vulnerabilities', 'computer', 'online masquerade', 'ease']",0.25,1.0,0.4,2,8,0.4,1.0,0.5714285714285715,0.25,1.0,0.4,0.25,1.0,0.4,0.6240505200038378,0.45
"['cell biology', 'laboratory work', 'ubiquitous computing', 'smart environment']","['smart environment', 'ubiquitous computing', 'goal', 'laboratory work', 'cell biology laboratory labscape', 'labscape', 'individual efficiency', 'fluid interaction', 'satisfaction', 'conjunction', 'domain tasks', 'collaboration', 'user-driven system', 'complete record', 'ability', 'conservative', 'pen', 'paper', 'biologists', 'people', 'experience', 'process', 'information available', 'formal representation', 'data', 'laboratory setting']",0.11538461538461539,0.75,0.19999999999999998,4,26,0.6,0.75,0.6666666666666665,0.3,0.75,0.4285714285714285,0.2,0.75,0.31578947368421056,0.8860147240439917,0.724537037037037
